cdr_id,caller_person_id,receiver_person_id,duration_seconds,call_date
CDR2604,P017,P072,1341,2026-08-09
CDR2605,P095,P012,147,2026-03-18
CDR2606,P056,P106,627,2026-08-20
CDR2607,P128,P027,1469,2026-01-16
CDR2608,P138,P146,361,2026-02-11
CDR2609,P065,P025,1238,2026-08-10
CDR2610,P084,P100,1398,2025-10-22
CDR2611,P035,P086,369,2025-12-25
CDR2612,P082,P124,148,2026-07-19
CDR2613,P086,P005,1256,2025-09-11
CDR2614,P150,P115,793,2026-03-19
CDR2615,P131,P060,1041,2026-01-04
CDR2616,P004,P060,53,2026-08-08
CDR2617,P032,P080,494,2026-06-04
CDR2618,P110,P063,1279,2025-12-26
CDR2619,P021,P016,291,2026-06-09
CDR2620,P096,P128,617,2026-06-24
CDR2621,P052,P039,779,2026-07-01
CDR2622,P053,P010,497,2026-07-30
CDR2623,P114,P085,284,2025-12-01
CDR2624,P072,P082,1328,2025-11-04
CDR2625,P011,P134,1631,2025-11-02
CDR2626,P107,P074,1547,2026-04-09
CDR2627,P007,P059,1744,2026-05-22
CDR2628,P085,P088,506,2025-10-06
CDR2629,P053,P139,120,2026-08-06
CDR2630,P064,P057,1255,2025-09-30
CDR2631,P098,P134,668,2025-11-15
CDR2632,P047,P114,1299,2026-07-10
CDR2633,P002,P017,1791,2026-05-12
CDR2634,P126,P018,404,2025-09-24
CDR2635,P014,P037,428,2026-01-27
CDR2636,P033,P024,365,2026-07-30
CDR2637,P141,P053,493,2025-11-17
CDR2638,P130,P021,882,2026-02-17
CDR2639,P120,P080,346,2026-05-20
CDR2640,P051,P063,878,2026-03-02
CDR2641,P046,P064,630,2025-11-19
CDR2642,P074,P148,928,2025-09-14
CDR2643,P052,P070,1776,2026-05-21
CDR2644,P124,P021,746,2026-02-14
CDR2645,P102,P097,353,2025-10-15
CDR2646,P121,P113,875,2025-12-25
CDR2647,P130,P111,1567,2026-03-19
CDR2648,P040,P124,50,2026-03-21
CDR2649,P098,P110,1759,2026-07-24
CDR2650,P022,P077,1228,2026-04-30
CDR2651,P138,P040,1142,2025-10-25
CDR2652,P045,P066,789,2025-12-26
CDR2653,P119,P079,938,2026-07-18
CDR2654,P073,P097,1161,2026-02-26
CDR2655,P124,P019,692,2025-10-13
CDR2656,P035,P121,410,2026-06-19
CDR2657,P040,P049,18,2025-10-15
CDR2658,P004,P129,1505,2026-02-10
CDR2659,P096,P126,838,2026-01-06
CDR2660,P107,P102,1530,2026-08-13
CDR2661,P096,P099,1012,2026-02-25
CDR2662,P079,P019,847,2026-06-21
CDR2663,P010,P032,798,2026-02-27
CDR2664,P145,P042,407,2026-04-24
CDR2665,P112,P066,1589,2026-06-16
CDR2666,P090,P131,1462,2026-01-02
CDR2667,P126,P095,1436,2026-01-27
CDR2668,P015,P099,878,2025-10-06
CDR2669,P064,P063,988,2026-01-10
CDR2670,P009,P093,1302,2026-05-06
CDR2671,P008,P038,545,2025-11-05
CDR2672,P117,P038,530,2026-02-18
CDR2673,P064,P149,1367,2026-05-23
CDR2674,P042,P004,249,2026-06-28
CDR2675,P024,P099,824,2026-07-12
CDR2676,P021,P133,396,2025-11-26
CDR2677,P109,P043,1709,2025-09-16
CDR2678,P110,P065,1426,2025-12-26
CDR2679,P078,P129,1101,2026-04-13
CDR2680,P098,P079,1513,2025-09-24
CDR2681,P106,P023,233,2025-09-13
CDR2682,P147,P089,1677,2026-07-03
CDR2683,P037,P069,1543,2025-12-14
CDR2684,P054,P102,1441,2025-10-07
CDR2685,P079,P002,354,2025-09-17
CDR2686,P126,P001,208,2025-11-10
CDR2687,P018,P107,1085,2026-07-24
CDR2688,P107,P074,1511,2026-03-04
CDR2689,P111,P044,371,2026-06-03
CDR2690,P096,P048,1451,2025-12-11
CDR2691,P035,P051,1006,2026-08-10
CDR2692,P047,P129,235,2026-04-02
CDR2693,P116,P146,1677,2026-03-16
CDR2694,P055,P048,421,2025-12-25
CDR2695,P016,P047,1667,2026-06-20
CDR2696,P050,P067,1795,2026-02-28
CDR2697,P105,P113,1293,2025-11-21
CDR2698,P028,P043,173,2026-06-27
CDR2699,P076,P022,783,2025-11-20
CDR2700,P032,P071,141,2025-10-01
CDR2701,P088,P008,1209,2025-10-31
CDR2702,P061,P123,1003,2025-11-03
CDR2703,P026,P003,135,2026-04-21
CDR2704,P069,P002,1372,2026-01-27
CDR2705,P150,P011,208,2025-11-27
CDR2706,P055,P134,1631,2026-08-23
CDR2707,P002,P097,1244,2025-10-30
CDR2708,P134,P069,1005,2025-10-29
CDR2709,P122,P087,1247,2025-09-12
CDR2710,P110,P087,769,2026-08-27
CDR2711,P088,P081,1682,2025-10-29
CDR2712,P062,P093,1372,2026-02-19
CDR2713,P103,P097,1260,2026-06-29
CDR2714,P015,P092,1798,2026-06-06
CDR2715,P085,P026,16,2026-02-16
CDR2716,P117,P103,1495,2026-02-09
CDR2717,P036,P007,1242,2026-05-26
CDR2718,P032,P136,582,2025-09-25
CDR2719,P064,P095,935,2026-06-29
CDR2720,P122,P132,856,2025-10-19
CDR2721,P049,P001,1316,2026-07-25
CDR2722,P083,P005,1307,2025-12-19
CDR2723,P093,P012,1663,2026-01-04
CDR2724,P084,P114,488,2025-10-27
CDR2725,P125,P103,1523,2026-08-09
CDR2726,P021,P090,886,2025-11-12
CDR2727,P122,P026,1513,2026-02-28
CDR2728,P099,P076,1253,2026-07-10
CDR2729,P050,P037,1791,2026-07-06
CDR2730,P134,P147,1617,2026-07-09
CDR2731,P130,P009,271,2026-02-28
CDR2732,P128,P023,627,2025-11-12
CDR2733,P141,P120,354,2026-07-03
CDR2734,P115,P030,997,2025-11-16
CDR2735,P139,P062,508,2026-08-20
CDR2736,P055,P044,1552,2026-04-22
CDR2737,P023,P028,900,2026-08-26
CDR2738,P008,P042,678,2026-05-18
CDR2739,P099,P072,461,2026-06-17
CDR2740,P066,P122,1383,2026-06-19
CDR2741,P032,P035,1104,2026-06-18
CDR2742,P126,P024,1639,2026-05-13
CDR2743,P086,P058,1189,2025-11-05
CDR2744,P017,P088,782,2026-01-02
CDR2745,P098,P144,1763,2025-12-04
CDR2746,P112,P060,467,2026-03-16
CDR2747,P067,P030,605,2026-05-27
CDR2748,P023,P029,192,2025-11-17
CDR2749,P088,P049,1534,2026-05-15
CDR2750,P030,P147,763,2026-06-18
CDR2751,P033,P081,788,2026-08-13
CDR2752,P148,P001,646,2025-09-15
CDR2753,P016,P138,398,2025-09-28
CDR2754,P100,P109,664,2025-10-10
CDR2755,P094,P033,1074,2025-12-01
CDR2756,P057,P028,819,2025-12-28
CDR2757,P003,P138,1755,2026-08-06
CDR2758,P118,P081,306,2025-09-11
CDR2759,P076,P057,1033,2025-10-31
CDR2760,P117,P038,1241,2025-09-10
CDR2761,P073,P038,1539,2026-06-30
CDR2762,P009,P082,642,2026-01-31
CDR2763,P129,P032,570,2025-09-21
CDR2764,P147,P123,1302,2025-10-09
CDR2765,P056,P127,606,2025-10-19
CDR2766,P097,P016,1669,2026-01-01
CDR2767,P086,P040,1705,2026-03-28
CDR2768,P054,P058,1444,2025-12-05
CDR2769,P014,P046,1764,2026-07-22
CDR2770,P125,P101,622,2025-12-18
CDR2771,P041,P006,1132,2026-07-25
CDR2772,P101,P087,875,2026-08-20
CDR2773,P122,P090,1561,2026-05-04
CDR2774,P101,P019,1091,2025-10-24
CDR2775,P073,P050,1445,2026-08-01
CDR2776,P141,P101,209,2026-07-08
CDR2777,P034,P083,1550,2026-03-17
CDR2778,P149,P014,1750,2026-02-21
CDR2779,P078,P118,1350,2025-09-05
CDR2780,P042,P148,291,2025-12-29
CDR2781,P114,P124,606,2026-09-01
CDR2782,P038,P054,456,2026-07-24
CDR2783,P051,P003,751,2026-06-21
CDR2784,P148,P027,1399,2026-08-23
CDR2785,P038,P097,884,2025-10-18
CDR2786,P044,P015,206,2025-09-15
CDR2787,P092,P122,377,2026-02-20
CDR2788,P014,P031,1065,2026-06-29
CDR2789,P087,P112,314,2025-10-20
CDR2790,P104,P063,79,2026-07-31
CDR2791,P031,P062,822,2025-10-30
CDR2792,P126,P078,1418,2026-08-05
CDR2793,P045,P097,1598,2025-10-26
CDR2794,P023,P119,1781,2026-07-12
CDR2795,P098,P071,1305,2025-12-12
CDR2796,P114,P095,33,2026-07-14
CDR2797,P031,P030,179,2026-05-29
CDR2798,P032,P126,1323,2026-04-05
CDR2799,P131,P058,57,2026-06-14
CDR2800,P147,P123,570,2026-06-04
CDR2801,P025,P047,796,2026-04-27
CDR2802,P124,P112,621,2026-08-22
CDR2803,P147,P033,213,2026-06-17
CDR2804,P084,P017,1471,2026-07-24
CDR2805,P138,P048,840,2026-05-16
CDR2806,P006,P101,1148,2025-12-30
CDR2807,P138,P136,1010,2026-06-17
CDR2808,P017,P133,1724,2026-01-14
CDR2809,P150,P138,1471,2025-09-30
CDR2810,P032,P054,1358,2026-02-22
CDR2811,P031,P047,1775,2026-03-30
CDR2812,P047,P002,1146,2026-08-13
CDR2813,P115,P081,261,2025-12-19
CDR2814,P011,P033,1187,2026-03-20
CDR2815,P053,P042,189,2026-05-04
CDR2816,P144,P066,1753,2026-07-22
CDR2817,P009,P022,265,2026-08-15
CDR2818,P130,P077,754,2026-06-03
CDR2819,P140,P044,876,2026-01-15
CDR2820,P001,P064,625,2026-04-17
CDR2821,P012,P133,1613,2026-01-01
CDR2822,P076,P137,921,2026-07-08
CDR2823,P036,P148,1014,2025-11-12
CDR2824,P081,P134,731,2025-09-30
CDR2825,P138,P131,439,2026-05-10
CDR2826,P026,P012,495,2025-10-11
CDR2827,P010,P049,300,2025-11-09
CDR2828,P077,P056,284,2025-09-29
CDR2829,P142,P056,1221,2026-08-22
CDR2830,P092,P072,273,2026-01-19
CDR2831,P109,P020,1136,2026-05-17
CDR2832,P066,P067,791,2025-12-26
CDR2833,P042,P103,944,2026-05-19
CDR2834,P022,P066,1395,2025-09-27
CDR2835,P109,P037,1107,2025-11-03
CDR2836,P053,P019,1299,2025-12-30
CDR2837,P069,P050,1473,2026-05-02
CDR2838,P096,P145,1356,2025-09-15
CDR2839,P131,P042,869,2026-03-10
CDR2840,P040,P081,1623,2025-11-21
CDR2841,P112,P098,63,2025-10-20
CDR2842,P064,P020,563,2026-04-22
CDR2843,P032,P137,235,2026-08-11
CDR2844,P141,P105,145,2025-10-23
CDR2845,P085,P023,753,2025-11-18
CDR2846,P086,P070,309,2026-08-09
CDR2847,P058,P071,30,2026-01-08
CDR2848,P026,P097,465,2025-12-01
CDR2849,P097,P027,1613,2026-08-13
CDR2850,P032,P045,1088,2025-12-07
CDR2851,P079,P126,205,2026-07-14
CDR2852,P136,P090,1444,2026-07-31
CDR2853,P147,P073,1139,2025-09-07
CDR2854,P070,P026,108,2025-10-01
CDR2855,P044,P082,1549,2026-08-25
CDR2856,P100,P047,716,2026-04-08
CDR2857,P137,P142,1227,2026-08-15
CDR2858,P104,P123,1223,2026-09-03
CDR2859,P033,P067,29,2025-11-03
CDR2860,P132,P040,1356,2025-10-09
CDR2861,P033,P037,785,2026-06-17
CDR2862,P146,P069,118,2026-05-19
CDR2863,P095,P064,1398,2026-01-17
CDR2864,P108,P118,384,2026-06-19
CDR2865,P113,P091,1645,2026-03-16
CDR2866,P120,P129,597,2025-11-11
CDR2867,P071,P110,1076,2025-09-20
CDR2868,P059,P079,1311,2026-03-28
CDR2869,P023,P079,842,2026-01-01
CDR2870,P081,P024,1309,2025-09-23
CDR2871,P021,P020,1504,2026-05-14
CDR2872,P062,P024,348,2026-01-30
CDR2873,P148,P015,183,2025-11-20
CDR2874,P074,P142,1019,2026-08-27
CDR2875,P003,P109,1396,2025-09-14
CDR2876,P131,P035,992,2026-03-17
CDR2877,P128,P132,1413,2026-07-04
CDR2878,P137,P032,840,2026-06-18
CDR2879,P004,P049,1712,2026-07-30
CDR2880,P002,P109,1448,2026-02-05
CDR2881,P137,P089,510,2026-04-02
CDR2882,P136,P011,1253,2026-03-23
CDR2883,P115,P044,1391,2025-10-12
CDR2884,P135,P058,368,2026-02-24
CDR2885,P020,P094,1729,2026-02-26
CDR2886,P035,P132,733,2026-08-13
CDR2887,P014,P109,1024,2026-08-31
CDR2888,P098,P044,774,2026-01-03
CDR2889,P029,P087,1400,2025-12-25
CDR2890,P064,P139,1752,2025-11-07
CDR2891,P031,P075,622,2026-03-20
CDR2892,P124,P076,552,2026-07-26
CDR2893,P055,P001,1521,2026-08-09
CDR2894,P146,P101,455,2026-03-24
CDR2895,P079,P132,1701,2026-05-12
CDR2896,P010,P119,1275,2026-05-02
CDR2897,P125,P015,738,2026-09-01
CDR2898,P002,P118,682,2025-10-04
CDR2899,P077,P091,229,2026-06-12
CDR2900,P002,P090,1489,2025-12-06
CDR2901,P048,P103,736,2026-01-14
CDR2902,P003,P026,892,2026-01-02
CDR2903,P126,P051,183,2026-04-09
CDR2904,P136,P132,324,2025-10-06
CDR2905,P106,P032,1008,2026-06-20
CDR2906,P002,P040,1585,2026-05-25
CDR2907,P065,P058,973,2026-02-22
CDR2908,P102,P096,622,2026-06-13
CDR2909,P094,P110,383,2026-01-04
CDR2910,P138,P069,232,2026-05-27
CDR2911,P113,P042,296,2026-06-13
CDR2912,P091,P112,21,2026-07-30
CDR2913,P092,P051,236,2026-05-24
CDR2914,P049,P073,92,2026-03-06
CDR2915,P035,P102,872,2026-07-30
CDR2916,P085,P009,338,2026-02-23
CDR2917,P051,P123,1372,2026-07-30
CDR2918,P069,P031,872,2026-01-27
CDR2919,P126,P141,1024,2026-02-22
CDR2920,P033,P084,1548,2026-02-19
CDR2921,P103,P129,1496,2026-07-23
CDR2922,P100,P034,234,2026-04-17
CDR2923,P028,P006,268,2025-12-04
CDR2924,P040,P089,1034,2026-03-05
CDR2925,P004,P061,116,2026-01-09
CDR2926,P088,P110,1232,2026-04-03
CDR2927,P003,P112,993,2025-11-26
CDR2928,P075,P073,1005,2026-04-20
CDR2929,P022,P110,517,2026-02-10
CDR2930,P040,P131,392,2026-05-17
CDR2931,P064,P072,1580,2026-02-05
CDR2932,P030,P068,1445,2026-01-14
CDR2933,P064,P110,416,2025-12-20
CDR2934,P122,P027,1445,2025-12-17
CDR2935,P129,P047,396,2026-06-02
CDR2936,P039,P059,256,2026-01-05
CDR2937,P034,P103,88,2025-11-11
CDR2938,P071,P050,309,2025-09-16
CDR2939,P110,P005,1272,2026-04-02
CDR2940,P052,P024,1780,2026-08-10
CDR2941,P014,P098,844,2025-09-25
CDR2942,P135,P079,1443,2026-01-24
CDR2943,P060,P057,698,2025-11-16
CDR2944,P110,P123,135,2025-11-27
CDR2945,P131,P110,1328,2025-10-26
CDR2946,P014,P078,235,2026-08-12
CDR2947,P069,P094,584,2026-05-31
CDR2948,P090,P108,515,2026-06-30
CDR2949,P082,P013,382,2025-12-26
CDR2950,P011,P001,116,2026-07-07
CDR2951,P083,P055,594,2026-01-27
CDR2952,P121,P072,1252,2026-06-28
CDR2953,P026,P111,388,2026-04-18
CDR2954,P065,P126,754,2026-06-13
CDR2955,P086,P078,238,2026-02-22
CDR2956,P025,P004,1408,2026-02-08
CDR2957,P142,P034,688,2025-12-07
CDR2958,P093,P136,1248,2026-07-22
CDR2959,P096,P061,1341,2026-02-25
CDR2960,P071,P054,1206,2026-04-16
CDR2961,P099,P023,227,2025-12-15
CDR2962,P034,P031,94,2026-05-25
CDR2963,P049,P050,1453,2025-09-05
CDR2964,P115,P026,163,2026-06-15
CDR2965,P140,P088,627,2026-06-14
CDR2966,P122,P052,1102,2026-04-21
CDR2967,P040,P012,271,2026-03-26
CDR2968,P050,P108,1137,2026-02-02
CDR2969,P065,P144,721,2026-08-11
CDR2970,P094,P115,1299,2026-02-07
CDR2971,P031,P112,148,2026-04-18
CDR2972,P124,P108,1082,2026-01-15
CDR2973,P129,P006,351,2026-09-03
CDR2974,P071,P034,603,2026-04-04
CDR2975,P012,P145,134,2025-10-15
CDR2976,P049,P102,1023,2026-05-21
CDR2977,P137,P132,163,2025-11-15
CDR2978,P043,P113,1547,2025-12-09
CDR2979,P131,P099,1161,2025-09-14
CDR2980,P100,P103,1253,2026-07-31
CDR2981,P070,P053,386,2026-07-02
CDR2982,P001,P041,1181,2025-10-26
CDR2983,P056,P003,1629,2026-08-17
CDR2984,P132,P117,1041,2026-04-17
CDR2985,P135,P067,631,2026-06-09
CDR2986,P057,P076,1460,2026-02-18
CDR2987,P069,P142,253,2026-04-01
CDR2988,P044,P058,103,2026-02-28
CDR2989,P137,P061,607,2025-12-17
CDR2990,P011,P038,578,2026-03-26
CDR2991,P035,P070,1798,2026-07-17
CDR2992,P014,P064,1696,2025-11-17
CDR2993,P054,P137,247,2026-03-16
CDR2994,P001,P089,1305,2025-09-21
CDR2995,P095,P084,180,2025-10-24
CDR2996,P141,P068,1488,2026-01-02
CDR2997,P035,P105,1262,2026-03-23
CDR2998,P076,P084,127,2026-04-10
CDR2999,P003,P092,459,2026-04-30
CDR3000,P072,P046,534,2026-05-09
